"statistikkvariabel"	"region"	"fagutdanning"	"sektor"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"	"2022"	"2023"	"2024"
"Sysselsatte"	"K.1516 Ulstein"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1517 Hareid"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	3	..	3	..	..	..	0	3	4	3	4	4	4	4	3	4
"Sysselsatte"	"K.1517 Hareid"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1517 Hareid"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	3	3	3	3	0	0	0
"Sysselsatte"	"K.1517 Hareid"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1517 Hareid"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1520 Ørsta"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	7	7	6	9	8	9	9	10	9	11	12	17	16	17	17	17	12
"Sysselsatte"	"K.1520 Ørsta"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1520 Ørsta"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1520 Ørsta"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	3
"Sysselsatte"	"K.1520 Ørsta"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1525 Stranda"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	3	3	3	3	3	5	3	3	3	3	3	4	4	3	4
"Sysselsatte"	"K.1525 Stranda"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1525 Stranda"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1525 Stranda"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	0	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1525 Stranda"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1528 Sykkylven"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	9	7	8	7	6	10	7	7	11	12	8	11	12	8	8	8
"Sysselsatte"	"K.1528 Sykkylven"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1528 Sykkylven"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1528 Sykkylven"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1528 Sykkylven"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1531 Sula"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	5	6	6	6	7	7	8	9	10	13	12	9	11	13	9	10
"Sysselsatte"	"K.1531 Sula"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1531 Sula"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1531 Sula"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"Sysselsatte"	"K.1531 Sula"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1532 Giske"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	6	7	6	6	7	7	9	10	10	10	10	11	11	12	13	10
"Sysselsatte"	"K.1532 Giske"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1532 Giske"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1532 Giske"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1532 Giske"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1535 Vestnes"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	5	5	5	5	5	5	6	7	7	6	6	5	6	7	7	7
"Sysselsatte"	"K.1535 Vestnes"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1535 Vestnes"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1535 Vestnes"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1535 Vestnes"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1539 Rauma"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	7	7	6	8	9	8	7	7	6	5	7	7	7	6	6	8	7
"Sysselsatte"	"K.1539 Rauma"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1539 Rauma"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1539 Rauma"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	3	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1539 Rauma"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1547 Aukra"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	5	6	5	4	5	4	3	5	5	5	4	5	7	5	8	4
"Sysselsatte"	"K.1547 Aukra"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1547 Aukra"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1547 Aukra"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1547 Aukra"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1554 Averøy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	3	4	4	5	4	5	3	3	3	3	4	6	6	5	5
"Sysselsatte"	"K.1554 Averøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1554 Averøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1554 Averøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1554 Averøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1557 Gjemnes"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	0	0	0	0	0	0	3	3	3
"Sysselsatte"	"K.1557 Gjemnes"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1557 Gjemnes"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1557 Gjemnes"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1557 Gjemnes"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1560 Tingvoll"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	3	3	4	4	4	3	3	3	3	3	3	3	7	3	3
"Sysselsatte"	"K.1560 Tingvoll"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1560 Tingvoll"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1560 Tingvoll"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1560 Tingvoll"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1563 Sunndal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	6	6	5	4	8	8	9	9	7	7	6	5	5	6	6	6
"Sysselsatte"	"K.1563 Sunndal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1563 Sunndal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1563 Sunndal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"Sysselsatte"	"K.1563 Sunndal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1566 Surnadal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	5	5	5	4	4	3	5	4	4	7	7	6	6	6	5	5
"Sysselsatte"	"K.1566 Surnadal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1566 Surnadal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1566 Surnadal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1566 Surnadal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1573 Smøla"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	3	0	3	3	3	0	3	0	3
"Sysselsatte"	"K.1573 Smøla"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1573 Smøla"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1573 Smøla"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1573 Smøla"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1576 Aure"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	..	3	3	3	3	..	0	3	3	3	4	4	4	5	4	4
"Sysselsatte"	"K.1576 Aure"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1576 Aure"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	..	..	..	..	..	3	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1576 Aure"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1576 Aure"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1577 Volda"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	13	10	9	16	10	11	11	12	15	16
"Sysselsatte"	"K.1577 Volda"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1577 Volda"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	19	18	20	20	19	19	21	20	22	22	19	21	17	20	21	24	23
"Sysselsatte"	"K.1577 Volda"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	0	..	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1577 Volda"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1578 Fjord"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	3	3	0	0	0	0	0	0	3
"Sysselsatte"	"K.1578 Fjord"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1578 Fjord"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1578 Fjord"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	0	0	0	0	3	0	0	0	0	0
"Sysselsatte"	"K.1578 Fjord"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1579 Hustadvika"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	10	10	..	9	9	13	14	13	14	14	16	15	16
"Sysselsatte"	"K.1579 Hustadvika"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1579 Hustadvika"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1579 Hustadvika"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1579 Hustadvika"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1580 Haram"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	7	5	8	7	7	6	8	8	9	9	10	0	0	0	0	8
"Sysselsatte"	"K.1580 Haram"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1580 Haram"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1580 Haram"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1580 Haram"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5001 Trondheim - Tråante"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	113	119	114	122	115	129	130	135	132	155	163	178	186	198	202	201	198
"Sysselsatte"	"K.5001 Trondheim - Tråante"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5001 Trondheim - Tråante"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	161	173	183	181	203	198	207	201	209	197	183	184	186	190	196	192	191
"Sysselsatte"	"K.5001 Trondheim - Tråante"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	13	13	11	16	13	15	18	21	22	20	24	21	20	23	21	19
"Sysselsatte"	"K.5001 Trondheim - Tråante"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5006 Steinkjer"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	17	16	16	19	22	21	22	24	20	19
"Sysselsatte"	"K.5006 Steinkjer"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5006 Steinkjer"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5006 Steinkjer"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	0	..	..	..	..	..	3	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5006 Steinkjer"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5007 Namsos - Nåavmesjenjaelmie"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	9	13	15	14	12	12	14	12	17	12
"Sysselsatte"	"K.5007 Namsos - Nåavmesjenjaelmie"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5007 Namsos - Nåavmesjenjaelmie"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	25	25	24	24	26	27	27	32	33	26	28	29	26	25	21	29	27
"Sysselsatte"	"K.5007 Namsos - Nåavmesjenjaelmie"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"Sysselsatte"	"K.5007 Namsos - Nåavmesjenjaelmie"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5014 Frøya"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	..	..	..	..	..	0	0	3	3	3	5	4	4	6	8
"Sysselsatte"	"K.5014 Frøya"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5014 Frøya"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5014 Frøya"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5014 Frøya"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5020 Osen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	3	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5020 Osen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5020 Osen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5020 Osen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5020 Osen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5021 Oppdal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	7	7	8	8	9	10	11	12	11	10	10	12	11	14	10	11
"Sysselsatte"	"K.5021 Oppdal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5021 Oppdal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5021 Oppdal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5021 Oppdal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5022 Rennebu"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	3	3	0	0	0	0	3	3	5	3	3
"Sysselsatte"	"K.5022 Rennebu"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5022 Rennebu"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5022 Rennebu"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5022 Rennebu"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5025 Røros - Rosse"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	6	7	6	10	8	12	13	14	12	10	11	9	6	11	8	11
"Sysselsatte"	"K.5025 Røros - Rosse"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5025 Røros - Rosse"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5025 Røros - Rosse"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	0	0	0	3	0	0	0	0	0	3
"Sysselsatte"	"K.5025 Røros - Rosse"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5026 Holtålen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	0	..	..	..	..	..	..	3	0	3	3	0	3	3	3	3	0
"Sysselsatte"	"K.5026 Holtålen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5026 Holtålen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	..	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5026 Holtålen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5026 Holtålen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5027 Midtre Gauldal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	5	5	5	6	3	4	6	5	7	3	8	6	6	6	7	6
"Sysselsatte"	"K.5027 Midtre Gauldal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5027 Midtre Gauldal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5027 Midtre Gauldal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	..	0	..	..	..	..	3	0	0	0	0	0	3	3	0	0
"Sysselsatte"	"K.5027 Midtre Gauldal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5028 Melhus"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	7	8	11	13	12	11	13	12	15	16	18	17	18	21	20	21	20
"Sysselsatte"	"K.5028 Melhus"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5028 Melhus"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5028 Melhus"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5028 Melhus"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5029 Skaun"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	4	5	7	7	6	7	8	10	10	12	11	11	13	12	12	10
"Sysselsatte"	"K.5029 Skaun"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5029 Skaun"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
