"03024: Eksport av oppalen laks, etter varegruppe, uke og statistikkvariabel"

"varegruppe";"uke";"Vekt (tonn)";"Kilopris (kr)"
"Frosen oppalen laks";"2018U10";470;53.64
"Frosen oppalen laks";"2018U11";253;59.62
"Frosen oppalen laks";"2018U12";281;58.33
"Frosen oppalen laks";"2018U13";264;57.02
"Frosen oppalen laks";"2018U14";187;50.36
"Frosen oppalen laks";"2018U15";237;56.25
"Frosen oppalen laks";"2018U16";240;61.15
"Frosen oppalen laks";"2018U17";190;59.83
"Frosen oppalen laks";"2018U18";310;56.87
"Frosen oppalen laks";"2018U19";256;60.39
"Frosen oppalen laks";"2018U20";304;59.38
"Frosen oppalen laks";"2018U21";272;62.70
"Frosen oppalen laks";"2018U22";317;61.92
"Frosen oppalen laks";"2018U23";281;69.62
"Frosen oppalen laks";"2018U24";291;69.28
"Frosen oppalen laks";"2018U25";268;67.02
"Frosen oppalen laks";"2018U26";358;63.62
"Frosen oppalen laks";"2018U27";393;60.96
"Frosen oppalen laks";"2018U28";417;56.41
"Frosen oppalen laks";"2018U29";655;60.53
"Frosen oppalen laks";"2018U30";351;60.26
"Frosen oppalen laks";"2018U31";294;64.20
"Frosen oppalen laks";"2018U32";395;58.76
"Frosen oppalen laks";"2018U33";486;60.03
"Frosen oppalen laks";"2018U34";495;59.57
"Frosen oppalen laks";"2018U35";574;60.02
"Frosen oppalen laks";"2018U36";387;57.17
"Frosen oppalen laks";"2018U37";385;61.48
"Frosen oppalen laks";"2018U38";241;61.74
"Frosen oppalen laks";"2018U39";308;56.92
"Frosen oppalen laks";"2018U40";330;58.68
"Frosen oppalen laks";"2018U41";435;62.47
"Frosen oppalen laks";"2018U42";442;63.59
"Frosen oppalen laks";"2018U43";536;62.28
"Frosen oppalen laks";"2018U44";371;61.46
"Frosen oppalen laks";"2018U45";346;59.47
"Frosen oppalen laks";"2018U46";500;60.40
"Frosen oppalen laks";"2018U47";435;62.48
"Frosen oppalen laks";"2018U48";401;61.08
"Frosen oppalen laks";"2018U49";475;59.92
"Frosen oppalen laks";"2018U50";256;61.55
"Frosen oppalen laks";"2018U51";294;58.11
"Frosen oppalen laks";"2018U52";120;57.79
"Frosen oppalen laks";"2019U01";95;66.29
"Frosen oppalen laks";"2019U02";281;59.72
"Frosen oppalen laks";"2019U03";191;56.95
"Frosen oppalen laks";"2019U04";236;56.85
"Frosen oppalen laks";"2019U05";315;56.43
"Frosen oppalen laks";"2019U06";250;63.17
"Frosen oppalen laks";"2019U07";284;62.63
"Frosen oppalen laks";"2019U08";315;63.51
"Frosen oppalen laks";"2019U09";353;58.95
"Frosen oppalen laks";"2019U10";636;57.43
"Frosen oppalen laks";"2019U11";375;63.08
"Frosen oppalen laks";"2019U12";291;61.44
"Frosen oppalen laks";"2019U13";210;60.93
"Frosen oppalen laks";"2019U14";202;64.93
"Frosen oppalen laks";"2019U15";329;62.36
"Frosen oppalen laks";"2019U16";174;65.98
"Frosen oppalen laks";"2019U17";255;62.63
"Frosen oppalen laks";"2019U18";125;57.53
"Frosen oppalen laks";"2019U19";240;61.15
"Frosen oppalen laks";"2019U20";298;64.99
"Frosen oppalen laks";"2019U21";302;63.02
"Frosen oppalen laks";"2019U22";430;63.92
"Frosen oppalen laks";"2019U23";403;65.82
"Frosen oppalen laks";"2019U24";335;63.21
"Frosen oppalen laks";"2019U25";268;60.56
"Frosen oppalen laks";"2019U26";258;67.51
"Frosen oppalen laks";"2019U27";288;65.79
"Frosen oppalen laks";"2019U28";381;58.94
"Frosen oppalen laks";"2019U29";226;63.25
"Frosen oppalen laks";"2019U30";262;63.59
"Frosen oppalen laks";"2019U31";482;62.98
"Frosen oppalen laks";"2019U32";521;59.07
"Frosen oppalen laks";"2019U33";408;59.97
"Frosen oppalen laks";"2019U34";406;57.77
"Frosen oppalen laks";"2019U35";425;61.12
"Frosen oppalen laks";"2019U36";512;59.31
"Frosen oppalen laks";"2019U37";669;57.54
"Frosen oppalen laks";"2019U38";790;54.81
"Frosen oppalen laks";"2019U39";1050;54.06
"Frosen oppalen laks";"2019U40";1201;56.45
"Frosen oppalen laks";"2019U41";411;56.87
"Frosen oppalen laks";"2019U42";555;54.96
"Frosen oppalen laks";"2019U43";460;55.68
"Frosen oppalen laks";"2019U44";647;50.83
"Frosen oppalen laks";"2019U45";383;58.95
"Frosen oppalen laks";"2019U46";548;55.34
"Frosen oppalen laks";"2019U47";568;56.12
"Frosen oppalen laks";"2019U48";596;59.84
"Frosen oppalen laks";"2019U49";415;58.48
"Frosen oppalen laks";"2019U50";512;58.60
"Frosen oppalen laks";"2019U51";505;57.38
"Frosen oppalen laks";"2019U52";93;55.82
"Frosen oppalen laks";"2020U01";81;54.68
"Frosen oppalen laks";"2020U02";474;58.03
"Frosen oppalen laks";"2020U03";373;57.15
"Frosen oppalen laks";"2020U04";273;60.71
"Frosen oppalen laks";"2020U05";396;52.85
"Frosen oppalen laks";"2020U06";269;57.41
"Frosen oppalen laks";"2020U07";334;67.47
"Frosen oppalen laks";"2020U08";447;61.90
"Frosen oppalen laks";"2020U09";420;60.35
"Frosen oppalen laks";"2020U10";228;62.21
"Frosen oppalen laks";"2020U11";258;59.99
"Frosen oppalen laks";"2020U12";157;56.66
"Frosen oppalen laks";"2020U13";137;53.30
"Frosen oppalen laks";"2020U14";266;64.18
"Frosen oppalen laks";"2020U15";135;65.49
"Frosen oppalen laks";"2020U16";141;55.64
"Frosen oppalen laks";"2020U17";155;61.28
"Frosen oppalen laks";"2020U18";325;59.13
"Frosen oppalen laks";"2020U19";233;57.00
"Frosen oppalen laks";"2020U20";238;58.67
"Frosen oppalen laks";"2020U21";261;52.53
"Frosen oppalen laks";"2020U22";344;58.56
"Frosen oppalen laks";"2020U23";359;59.44
"Frosen oppalen laks";"2020U24";428;58.79
"Frosen oppalen laks";"2020U25";250;63.49
"Frosen oppalen laks";"2020U26";213;61.46
"Frosen oppalen laks";"2020U27";227;63.69
"Frosen oppalen laks";"2020U28";117;52.54
"Frosen oppalen laks";"2020U29";160;64.54
"Frosen oppalen laks";"2020U30";265;63.39
"Frosen oppalen laks";"2020U31";331;58.51
"Frosen oppalen laks";"2020U32";282;54.00
"Frosen oppalen laks";"2020U33";300;56.73
"Frosen oppalen laks";"2020U34";300;56.03
"Frosen oppalen laks";"2020U35";380;57.45
"Frosen oppalen laks";"2020U36";235;53.19
"Frosen oppalen laks";"2020U37";261;59.46
"Frosen oppalen laks";"2020U38";286;51.25
"Frosen oppalen laks";"2020U39";408;55.06
"Frosen oppalen laks";"2020U40";474;55.83
"Frosen oppalen laks";"2020U41";215;61.52
"Frosen oppalen laks";"2020U42";485;55.35
"Frosen oppalen laks";"2020U43";412;57.29
"Frosen oppalen laks";"2020U44";366;54.97
"Frosen oppalen laks";"2020U45";590;52.85
"Frosen oppalen laks";"2020U46";358;54.24
"Frosen oppalen laks";"2020U47";291;52.75
"Frosen oppalen laks";"2020U48";496;50.44
"Frosen oppalen laks";"2020U49";476;47.77
"Frosen oppalen laks";"2020U50";392;53.02
"Frosen oppalen laks";"2020U51";428;50.46
"Frosen oppalen laks";"2020U52";66;53.70
"Frosen oppalen laks";"2020U53";106;54.53
"Frosen oppalen laks";"2021U01";228;53.57
"Frosen oppalen laks";"2021U02";422;47.37
"Frosen oppalen laks";"2021U03";262;49.97
"Frosen oppalen laks";"2021U04";425;47.68
"Frosen oppalen laks";"2021U05";495;50.78
"Frosen oppalen laks";"2021U06";629;48.08
"Frosen oppalen laks";"2021U07";415;50.73
"Frosen oppalen laks";"2021U08";385;47.36
"Frosen oppalen laks";"2021U09";447;51.40
"Frosen oppalen laks";"2021U10";351;51.12
"Frosen oppalen laks";"2021U11";276;50.92
"Frosen oppalen laks";"2021U12";443;52.79
"Frosen oppalen laks";"2021U13";202;58.80
"Frosen oppalen laks";"2021U14";235;54.90
"Frosen oppalen laks";"2021U15";161;64.01
"Frosen oppalen laks";"2021U16";250;58.46
"Frosen oppalen laks";"2021U17";552;56.74
"Frosen oppalen laks";"2021U18";267;53.32
"Frosen oppalen laks";"2021U19";479;54.85
"Frosen oppalen laks";"2021U20";279;53.89
"Frosen oppalen laks";"2021U21";403;57.07
"Frosen oppalen laks";"2021U22";237;58.46
"Frosen oppalen laks";"2021U23";368;61.68
"Frosen oppalen laks";"2021U24";383;54.53
"Frosen oppalen laks";"2021U25";490;58.60
"Frosen oppalen laks";"2021U26";360;58.94
"Frosen oppalen laks";"2021U27";335;58.62
"Frosen oppalen laks";"2021U28";488;58.02
"Frosen oppalen laks";"2021U29";462;60.82
"Frosen oppalen laks";"2021U30";253;58.28
"Frosen oppalen laks";"2021U31";199;56.78
"Frosen oppalen laks";"2021U32";337;60.48
"Frosen oppalen laks";"2021U33";486;54.68
"Frosen oppalen laks";"2021U34";640;60.78
"Frosen oppalen laks";"2021U35";556;61.93
"Frosen oppalen laks";"2021U36";688;59.43
"Frosen oppalen laks";"2021U37";563;56.99
"Frosen oppalen laks";"2021U38";640;60.71
"Frosen oppalen laks";"2021U39";660;54.73
"Frosen oppalen laks";"2021U40";733;57.96
"Frosen oppalen laks";"2021U41";806;55.85
"Frosen oppalen laks";"2021U42";640;57.83
"Frosen oppalen laks";"2021U43";486;57.53
"Frosen oppalen laks";"2021U44";660;58.87
"Frosen oppalen laks";"2021U45";679;58.66
"Frosen oppalen laks";"2021U46";793;57.37
"Frosen oppalen laks";"2021U47";730;60.83
"Frosen oppalen laks";"2021U48";418;60.29
"Frosen oppalen laks";"2021U49";807;63.15
"Frosen oppalen laks";"2021U50";578;64.23
"Frosen oppalen laks";"2021U51";378;62.35
"Frosen oppalen laks";"2021U52";158;59.02
"Frosen oppalen laks";"2022U01";590;65.12
"Frosen oppalen laks";"2022U02";523;65.97
"Frosen oppalen laks";"2022U03";495;67.57
"Frosen oppalen laks";"2022U04";691;65.91
"Frosen oppalen laks";"2022U05";366;62.06
"Frosen oppalen laks";"2022U06";320;66.84
"Frosen oppalen laks";"2022U07";428;70.36
"Frosen oppalen laks";"2022U08";216;72.47
"Frosen oppalen laks";"2022U09";411;73.06
"Frosen oppalen laks";"2022U10";202;72.26
"Frosen oppalen laks";"2022U11";252;68.99
"Frosen oppalen laks";"2022U12";397;83.13
"Frosen oppalen laks";"2022U13";223;76.16
"Frosen oppalen laks";"2022U14";374;74.43
"Frosen oppalen laks";"2022U15";81;80.14
"Frosen oppalen laks";"2022U16";176;80.16
"Frosen oppalen laks";"2022U17";236;96.65
"Frosen oppalen laks";"2022U18";239;78.09
"Frosen oppalen laks";"2022U19";395;78.97
"Frosen oppalen laks";"2022U20";98;103.99
"Frosen oppalen laks";"2022U21";329;86.89
"Frosen oppalen laks";"2022U22";355;102.22
"Frosen oppalen laks";"2022U23";432;93.56
"Frosen oppalen laks";"2022U24";335;82.10
"Frosen oppalen laks";"2022U25";222;103.98
"Frosen oppalen laks";"2022U26";425;81.91
"Frosen oppalen laks";"2022U27";475;101.63
"Frosen oppalen laks";"2022U28";272;105.23
"Frosen oppalen laks";"2022U29";401;110.04
"Frosen oppalen laks";"2022U30";438;89.23
"Frosen oppalen laks";"2022U31";261;91.08
"Frosen oppalen laks";"2022U32";510;94.63
"Frosen oppalen laks";"2022U33";549;90.75
"Frosen oppalen laks";"2022U34";719;86.83
"Frosen oppalen laks";"2022U35";585;87.02
"Frosen oppalen laks";"2022U36";722;83.88
"Frosen oppalen laks";"2022U37";635;83.22
"Frosen oppalen laks";"2022U38";501;82.58
"Frosen oppalen laks";"2022U39";573;81.06
"Frosen oppalen laks";"2022U40";709;87.99
"Frosen oppalen laks";"2022U41";651;80.52
"Frosen oppalen laks";"2022U42";466;89.59
"Frosen oppalen laks";"2022U43";722;84.86
"Frosen oppalen laks";"2022U44";371;85.27
"Frosen oppalen laks";"2022U45";751;84.56
"Frosen oppalen laks";"2022U46";553;79.01
"Frosen oppalen laks";"2022U47";518;82.37
"Frosen oppalen laks";"2022U48";462;87.32
"Frosen oppalen laks";"2022U49";421;82.03
"Frosen oppalen laks";"2022U50";503;82.50
"Frosen oppalen laks";"2022U51";280;83.75
"Frosen oppalen laks";"2022U52";122;78.36
"Frosen oppalen laks";"2023U01";126;76.18
"Frosen oppalen laks";"2023U02";391;84.48
"Frosen oppalen laks";"2023U03";246;92.93
"Frosen oppalen laks";"2023U04";306;92.69
"Frosen oppalen laks";"2023U05";343;87.22
"Frosen oppalen laks";"2023U06";270;97.25
"Frosen oppalen laks";"2023U07";415;89.70
"Frosen oppalen laks";"2023U08";654;89.30
"Frosen oppalen laks";"2023U09";760;90.57
"Frosen oppalen laks";"2023U10";693;89.16
"Frosen oppalen laks";"2023U11";598;92.42
"Frosen oppalen laks";"2023U12";642;92.99
"Frosen oppalen laks";"2023U13";396;99.72
"Frosen oppalen laks";"2023U14";298;96.36
"Frosen oppalen laks";"2023U15";394;98.37
"Frosen oppalen laks";"2023U16";390;95.03
"Frosen oppalen laks";"2023U17";266;103.11
"Frosen oppalen laks";"2023U18";253;95.90
"Frosen oppalen laks";"2023U19";409;93.28
"Frosen oppalen laks";"2023U20";319;100.00
"Frosen oppalen laks";"2023U21";449;97.19
"Frosen oppalen laks";"2023U22";388;89.66
"Frosen oppalen laks";"2023U23";260;94.03
"Frosen oppalen laks";"2023U24";337;98.91
"Frosen oppalen laks";"2023U25";139;101.43
"Frosen oppalen laks";"2023U26";299;101.20
"Frosen oppalen laks";"2023U27";276;111.66
"Frosen oppalen laks";"2023U28";272;93.06
"Frosen oppalen laks";"2023U29";125;105.03
"Frosen oppalen laks";"2023U30";285;96.00
"Frosen oppalen laks";"2023U31";302;96.95
"Frosen oppalen laks";"2023U32";342;89.83
"Frosen oppalen laks";"2023U33";419;89.35
"Frosen oppalen laks";"2023U34";250;89.16
"Frosen oppalen laks";"2023U35";448;90.97
"Frosen oppalen laks";"2023U36";527;96.35
"Frosen oppalen laks";"2023U37";595;88.72
"Frosen oppalen laks";"2023U38";538;87.84
"Frosen oppalen laks";"2023U39";573;90.03
"Frosen oppalen laks";"2023U40";589;88.59
"Frosen oppalen laks";"2023U41";643;87.99
"Frosen oppalen laks";"2023U42";589;89.64
"Frosen oppalen laks";"2023U43";646;91.98
"Frosen oppalen laks";"2023U44";659;95.63
"Frosen oppalen laks";"2023U45";616;92.39
"Frosen oppalen laks";"2023U46";465;92.71
"Frosen oppalen laks";"2023U47";475;92.69
"Frosen oppalen laks";"2023U48";532;94.68
"Frosen oppalen laks";"2023U49";472;93.61
"Frosen oppalen laks";"2023U50";304;95.73
"Frosen oppalen laks";"2023U51";283;99.84
"Frosen oppalen laks";"2023U52";60;85.07
"Frosen oppalen laks";"2024U01";175;100.85
"Frosen oppalen laks";"2024U02";475;88.00
"Frosen oppalen laks";"2024U03";358;91.95
"Frosen oppalen laks";"2024U04";374;86.97
"Frosen oppalen laks";"2024U05";342;83.99
"Frosen oppalen laks";"2024U06";487;83.77
"Frosen oppalen laks";"2024U07";367;88.46
"Frosen oppalen laks";"2024U08";471;82.34
"Frosen oppalen laks";"2024U09";441;88.62
"Frosen oppalen laks";"2024U10";493;93.94
"Frosen oppalen laks";"2024U11";511;78.18
"Frosen oppalen laks";"2024U12";623;91.11
"Frosen oppalen laks";"2024U13";518;88.74
"Frosen oppalen laks";"2024U14";463;90.57
"Frosen oppalen laks";"2024U15";617;89.08
"Frosen oppalen laks";"2024U16";529;85.45
"Frosen oppalen laks";"2024U17";309;92.45
"Frosen oppalen laks";"2024U18";244;78.78
"Frosen oppalen laks";"2024U19";476;82.51
"Frosen oppalen laks";"2024U20";717;91.00
"Frosen oppalen laks";"2024U21";507;84.50
"Frosen oppalen laks";"2024U22";564;92.19
"Frosen oppalen laks";"2024U23";433;79.34
"Frosen oppalen laks";"2024U24";281;85.45
"Frosen oppalen laks";"2024U25";421;89.30
"Frosen oppalen laks";"2024U26";545;95.01
"Frosen oppalen laks";"2024U27";296;86.40
"Frosen oppalen laks";"2024U28";480;81.48
"Frosen oppalen laks";"2024U29";264;70.13
"Frosen oppalen laks";"2024U30";576;84.98
"Frosen oppalen laks";"2024U31";565;84.87
"Frosen oppalen laks";"2024U32";318;87.70
"Frosen oppalen laks";"2024U33";418;87.29
"Frosen oppalen laks";"2024U34";424;81.81
"Frosen oppalen laks";"2024U35";495;81.97
"Frosen oppalen laks";"2024U36";591;79.65
"Frosen oppalen laks";"2024U37";647;74.99
"Frosen oppalen laks";"2024U38";665;73.31
"Frosen oppalen laks";"2024U39";578;71.97
"Frosen oppalen laks";"2024U40";987;78.32
"Frosen oppalen laks";"2024U41";780;73.69
"Frosen oppalen laks";"2024U42";793;81.90
"Frosen oppalen laks";"2024U43";677;71.49
